,odid,Topic1,Topic2,Topic3,Topic4,Topic5,Topic6,Topic7,Topic8,Topic9,Topic10
Alvin and the Chipmunk (2009),133160100,0.087719298,0.087719298,0.157894737,0.087719298,0.087719298,0.087719298,0.122807018,0.087719298,0.087719298,0.105263158
Alpha and Omega 3D,133250100,0.094339623,0.094339623,0.132075472,0.094339623,0.094339623,0.094339623,0.094339623,0.113207547,0.094339623,0.094339623
2012,133340100,0.023255814,0.069767442,0.023255814,0.019379845,0.46124031,0.027131783,0.019379845,0.30620155,0.031007752,0.019379845
Amelia,133430100,0.092592593,0.111111111,0.092592593,0.092592593,0.092592593,0.092592593,0.092592593,0.092592593,0.148148148,0.092592593
Leap Year,134090100,0.084745763,0.101694915,0.203389831,0.084745763,0.084745763,0.084745763,0.084745763,0.084745763,0.101694915,0.084745763
Why Did I Get Married,134230100,0.096153846,0.096153846,0.096153846,0.096153846,0.096153846,0.096153846,0.096153846,0.096153846,0.134615385,0.096153846
The Bounty Hunter,134470100,0.076923077,0.123076923,0.076923077,0.076923077,0.092307692,0.107692308,0.076923077,0.092307692,0.138461538,0.138461538
Love and Other Drugs,134560100,0.166666667,0.083333333,0.238095238,0.05952381,0.05952381,0.071428571,0.107142857,0.05952381,0.095238095,0.05952381
How Do You Know?,134570100,0.087719298,0.087719298,0.140350877,0.122807018,0.087719298,0.087719298,0.105263158,0.105263158,0.087719298,0.087719298
Star Trek Into Darknes,134620100,0.025270758,0.061371841,0.0433213,0.028880866,0.693140794,0.025270758,0.0433213,0.025270758,0.028880866,0.025270758
The Eagle,134670100,0.149253731,0.074626866,0.134328358,0.074626866,0.104477612,0.074626866,0.089552239,0.089552239,0.119402985,0.089552239
True Grit,134750100,0.101045296,0.041811847,0.027874564,0.18815331,0.017421603,0.020905923,0.536585366,0.020905923,0.027874564,0.017421603
Paranormal Activity 2,134770100,0.074626866,0.104477612,0.074626866,0.104477612,0.104477612,0.089552239,0.089552239,0.194029851,0.089552239,0.074626866
Let Me In,134830100,0.141791045,0.059701493,0.052238806,0.305970149,0.037313433,0.074626866,0.044776119,0.156716418,0.074626866,0.052238806
Chloe,135540100,0.083333333,0.097222222,0.097222222,0.138888889,0.083333333,0.069444444,0.111111111,0.111111111,0.111111111,0.097222222
Mars Needs Moms,135920100,0.074626866,0.104477612,0.208955224,0.104477612,0.104477612,0.089552239,0.074626866,0.074626866,0.074626866,0.089552239
Warrior,135940100,0.17699115,0.061946903,0.07079646,0.044247788,0.061946903,0.088495575,0.088495575,0.044247788,0.238938053,0.123893805
Saw 3D,135950100,0.153846154,0.107692308,0.107692308,0.076923077,0.092307692,0.076923077,0.107692308,0.092307692,0.092307692,0.092307692
For Colored Girls,135960100,0.118644068,0.101694915,0.13559322,0.101694915,0.084745763,0.084745763,0.118644068,0.084745763,0.084745763,0.084745763
The Social Network,135990100,0.012448133,0.012448133,0.01659751,0.018672199,0.01659751,0.014522822,0.012448133,0.010373444,0.195020747,0.690871369
The Last Exorcism,136090100,0.098039216,0.098039216,0.098039216,0.098039216,0.098039216,0.098039216,0.098039216,0.117647059,0.098039216,0.098039216
The Switch,136390100,0.048076923,0.134615385,0.057692308,0.048076923,0.115384615,0.048076923,0.048076923,0.048076923,0.384615385,0.067307692
Scott Pilgrim vs. The,137510100,0.016566265,0.00753012,0.012048193,0.015060241,0.009036145,0.844879518,0.009036145,0.009036145,0.00753012,0.069277108
Don't Be Afraid of the,137940100,0.079365079,0.079365079,0.079365079,0.111111111,0.158730159,0.126984127,0.079365079,0.126984127,0.079365079,0.079365079
Charlie St. Cloud,138040100,0.086206897,0.120689655,0.086206897,0.086206897,0.086206897,0.103448276,0.086206897,0.086206897,0.120689655,0.137931034
Eat Pray Love,138070100,0.08,0.066666667,0.12,0.146666667,0.066666667,0.08,0.066666667,0.066666667,0.24,0.066666667
The Next Three Days,138890100,0.152380952,0.057142857,0.047619048,0.085714286,0.066666667,0.057142857,0.066666667,0.047619048,0.371428571,0.047619048
The Adjustment Bureau,138960100,0.035,0.325,0.035,0.06,0.245,0.035,0.035,0.05,0.145,0.035
Devil,138980100,0.175257732,0.051546392,0.051546392,0.12371134,0.051546392,0.06185567,0.051546392,0.226804124,0.072164948,0.134020619
Skyline,138990100,0.048076923,0.086538462,0.048076923,0.134615385,0.298076923,0.076923077,0.057692308,0.144230769,0.048076923,0.057692308
Take Me Home Tonight,139000100,0.103448276,0.086206897,0.137931034,0.086206897,0.086206897,0.086206897,0.086206897,0.103448276,0.120689655,0.103448276
Limitless,139010100,0.12979351,0.020648968,0.014749263,0.017699115,0.020648968,0.020648968,0.020648968,0.648967552,0.014749263,0.091445428
Sanctum,139020100,0.1,0.083333333,0.133333333,0.1,0.083333333,0.1,0.083333333,0.116666667,0.116666667,0.083333333
Paul,139030100,0.031088083,0.082901554,0.031088083,0.18134715,0.14507772,0.124352332,0.025906736,0.025906736,0.03626943,0.316062176
Easy A,139050100,0.017301038,0.076124567,0.020761246,0.024221453,0.017301038,0.017301038,0.027681661,0.051903114,0.017301038,0.730103806
Conan the Barbarian,139070100,0.078125,0.125,0.078125,0.09375,0.109375,0.125,0.140625,0.09375,0.078125,0.078125
My Soul to Take,139540100,0.107142857,0.089285714,0.089285714,0.089285714,0.089285714,0.107142857,0.089285714,0.160714286,0.089285714,0.089285714
Doctor Seuss' The Lora,139560100,0.081967213,0.098360656,0.114754098,0.147540984,0.114754098,0.098360656,0.081967213,0.081967213,0.081967213,0.098360656
Immortals,139580100,0.070422535,0.112676056,0.070422535,0.098591549,0.084507042,0.211267606,0.112676056,0.084507042,0.084507042,0.070422535
The Change-Up,139590100,0.072463768,0.072463768,0.086956522,0.072463768,0.144927536,0.101449275,0.115942029,0.086956522,0.086956522,0.15942029
Fast Five,139600100,0.051724138,0.379310345,0.060344828,0.060344828,0.112068966,0.043103448,0.137931034,0.043103448,0.060344828,0.051724138
Bridesmaids,139610100,0.034965035,0.034965035,0.076923077,0.034965035,0.034965035,0.055944056,0.076923077,0.13986014,0.062937063,0.447552448
The Thing,139620100,0.070422535,0.098591549,0.070422535,0.112676056,0.267605634,0.070422535,0.070422535,0.098591549,0.070422535,0.070422535
The Girl with the Drag,139640100,0.3,0.272727273,0.018181818,0.142424242,0.015151515,0.015151515,0.084848485,0.018181818,0.090909091,0.042424242
Vampires Suck,139770100,0.083333333,0.1,0.1,0.083333333,0.083333333,0.083333333,0.083333333,0.133333333,0.083333333,0.166666667
Machete,139790100,0.035714286,0.0625,0.022321429,0.03125,0.03125,0.040178571,0.647321429,0.026785714,0.026785714,0.075892857
Monsters University,139860100,0.053191489,0.063829787,0.382978723,0.053191489,0.074468085,0.063829787,0.053191489,0.063829787,0.053191489,0.138297872
The Twilight Saga: Bre (2011),139980100,0.064935065,0.064935065,0.064935065,0.12987013,0.064935065,0.064935065,0.064935065,0.324675325,0.077922078,0.077922078
The Twilight Saga: Bre (2012),139990100,0.080808081,0.050505051,0.070707071,0.101010101,0.151515152,0.050505051,0.050505051,0.303030303,0.060606061,0.080808081
Red,140050100,0.125,0.335,0.025,0.025,0.03,0.03,0.295,0.025,0.025,0.085
The Warrior's Way,140070100,0.115942029,0.130434783,0.072463768,0.072463768,0.086956522,0.086956522,0.101449275,0.115942029,0.144927536,0.072463768
Frankenweenie,140090100,0.08988764,0.06741573,0.179775281,0.078651685,0.06741573,0.078651685,0.179775281,0.101123596,0.101123596,0.056179775
John Carter,140100100,0.070422535,0.126760563,0.042253521,0.274647887,0.274647887,0.042253521,0.063380282,0.035211268,0.035211268,0.035211268
Dolphin Tale,140110100,0.089285714,0.089285714,0.142857143,0.089285714,0.089285714,0.089285714,0.089285714,0.089285714,0.142857143,0.089285714
Elysium,140150100,0.022641509,0.041509434,0.018867925,0.052830189,0.637735849,0.022641509,0.026415094,0.135849057,0.022641509,0.018867925
Edge of Tomorrow,140210100,0.009727626,0.021400778,0.009727626,0.011673152,0.891050584,0.015564202,0.009727626,0.009727626,0.011673152,0.009727626
The Dark Knight Rises,140240100,0.742283951,0.010802469,0.010802469,0.016975309,0.015432099,0.132716049,0.009259259,0.043209877,0.010802469,0.007716049
Bad Teacher,140260100,0.05952381,0.202380952,0.05952381,0.05952381,0.05952381,0.05952381,0.083333333,0.083333333,0.071428571,0.261904762
One Day,140530100,0.066666667,0.066666667,0.32,0.08,0.066666667,0.066666667,0.066666667,0.093333333,0.106666667,0.066666667
Rise of the Planet of,140550100,0.064846416,0.054607509,0.136518771,0.027303754,0.450511945,0.04778157,0.020477816,0.098976109,0.051194539,0.04778157
21 Jump Street,140580100,0.027027027,0.032432432,0.032432432,0.054054054,0.027027027,0.027027027,0.075675676,0.027027027,0.027027027,0.67027027
30 Minutes or Less,140620100,0.068493151,0.082191781,0.136986301,0.082191781,0.068493151,0.109589041,0.082191781,0.068493151,0.150684932,0.150684932
The Three Musketeers,140650100,0.066666667,0.12,0.066666667,0.186666667,0.066666667,0.066666667,0.106666667,0.186666667,0.066666667,0.066666667
The Three Stooges,140660100,0.098039216,0.098039216,0.117647059,0.098039216,0.098039216,0.098039216,0.098039216,0.098039216,0.098039216,0.098039216
47 Ronin,140680100,0.128205128,0.179487179,0.076923077,0.128205128,0.064102564,0.064102564,0.115384615,0.08974359,0.08974359,0.064102564
The Five-Year Engageme,140720100,0.088235294,0.073529412,0.073529412,0.073529412,0.147058824,0.073529412,0.088235294,0.117647059,0.161764706,0.102941176
Anchorman 2: The Legen,140750100,0.065789474,0.065789474,0.078947368,0.065789474,0.065789474,0.197368421,0.092105263,0.065789474,0.078947368,0.223684211
The Big Year,140960100,0.066666667,0.106666667,0.293333333,0.066666667,0.066666667,0.066666667,0.066666667,0.066666667,0.08,0.12
Scream 4,140980100,0.080645161,0.080645161,0.096774194,0.096774194,0.080645161,0.080645161,0.161290323,0.112903226,0.080645161,0.129032258
Abraham Lincoln: Vampi,141130100,0.1,0.1125,0.0625,0.0625,0.0875,0.0875,0.1,0.1875,0.1375,0.0625
Dallas Buyers Club,141170100,0.055555556,0.055555556,0.055555556,0.046296296,0.111111111,0.055555556,0.046296296,0.046296296,0.425925926,0.101851852
Arthur,141310100,0.081967213,0.098360656,0.081967213,0.081967213,0.081967213,0.081967213,0.081967213,0.081967213,0.081967213,0.245901639
Blended,141410100,0.079365079,0.079365079,0.142857143,0.079365079,0.079365079,0.079365079,0.079365079,0.095238095,0.142857143,0.142857143
Dark Shadows,141460100,0.058139535,0.058139535,0.058139535,0.069767442,0.058139535,0.058139535,0.360465116,0.139534884,0.058139535,0.081395349
House at the End of th,141680100,0.116666667,0.1,0.083333333,0.1,0.083333333,0.133333333,0.083333333,0.1,0.083333333,0.116666667
Chef,141710100,0.05,0.041666667,0.433333333,0.05,0.041666667,0.041666667,0.041666667,0.041666667,0.075,0.183333333
Cloud Atlas,141850100,0.322463768,0.010869565,0.014492754,0.02173913,0.115942029,0.014492754,0.019927536,0.132246377,0.335144928,0.012681159
Colombiana,141870100,0.064102564,0.256410256,0.064102564,0.115384615,0.08974359,0.064102564,0.141025641,0.064102564,0.076923077,0.064102564
Wrath of the Titans,141880100,0.058139535,0.069767442,0.104651163,0.313953488,0.11627907,0.081395349,0.069767442,0.069767442,0.058139535,0.058139535
The Conspirator,141940100,0.098039216,0.098039216,0.098039216,0.117647059,0.098039216,0.098039216,0.098039216,0.098039216,0.098039216,0.098039216
Contagion,142020100,0.066666667,0.158974359,0.025641026,0.158974359,0.030769231,0.066666667,0.041025641,0.256410256,0.169230769,0.025641026
"Crazy, Stupid, Love",142150100,0.047272727,0.021818182,0.065454545,0.029090909,0.021818182,0.029090909,0.018181818,0.032727273,0.250909091,0.483636364
Soul Surfer,142200100,0.092592593,0.092592593,0.12962963,0.092592593,0.092592593,0.092592593,0.092592593,0.092592593,0.12962963,0.092592593
The Tourist,142280100,0.050505051,0.232323232,0.070707071,0.060606061,0.060606061,0.070707071,0.171717172,0.060606061,0.151515152,0.070707071
Dylan Dog: Dead of Nig,142370100,0.090909091,0.090909091,0.090909091,0.090909091,0.090909091,0.109090909,0.090909091,0.127272727,0.090909091,0.127272727
A Good Day to Die Hard,142430100,0.061728395,0.259259259,0.061728395,0.061728395,0.098765432,0.074074074,0.172839506,0.061728395,0.074074074,0.074074074
The Rite,142490100,0.08,0.08,0.066666667,0.066666667,0.066666667,0.2,0.066666667,0.2,0.106666667,0.066666667
The Secret Life of Wal,142640100,0.19379845,0.019379845,0.523255814,0.054263566,0.034883721,0.058139535,0.019379845,0.019379845,0.03875969,0.03875969
X-Men: First Class,142700100,0.019762846,0.043478261,0.031620553,0.035573123,0.031620553,0.679841897,0.031620553,0.051383399,0.039525692,0.035573123
What's Your Number?,142710100,0.086206897,0.086206897,0.120689655,0.086206897,0.086206897,0.086206897,0.086206897,0.086206897,0.172413793,0.103448276
Dracula Untold,142980100,0.070422535,0.126760563,0.070422535,0.084507042,0.098591549,0.070422535,0.112676056,0.183098592,0.112676056,0.070422535
Drive,143000100,0.874794069,0.013179572,0.008237232,0.008237232,0.008237232,0.009884679,0.042833608,0.008237232,0.014827018,0.011532125
The Darkest Hour,143010100,0.066666667,0.08,0.08,0.066666667,0.226666667,0.106666667,0.066666667,0.173333333,0.066666667,0.066666667
Drive Angry,143070100,0.081081081,0.189189189,0.067567568,0.081081081,0.081081081,0.094594595,0.081081081,0.175675676,0.067567568,0.081081081
The Host,143190100,0.086206897,0.086206897,0.086206897,0.086206897,0.155172414,0.086206897,0.103448276,0.120689655,0.103448276,0.086206897
Man on a Ledge,143210100,0.140625,0.09375,0.078125,0.078125,0.09375,0.078125,0.078125,0.078125,0.1875,0.09375
Escape Plan,143400100,0.061728395,0.432098765,0.061728395,0.061728395,0.061728395,0.061728395,0.061728395,0.074074074,0.061728395,0.061728395
Total Recall,143450100,0.146666667,0.195555556,0.022222222,0.128888889,0.213333333,0.031111111,0.035555556,0.133333333,0.035555556,0.057777778
The Man with the Iron,143490100,0.113924051,0.227848101,0.139240506,0.063291139,0.075949367,0.075949367,0.063291139,0.088607595,0.088607595,0.063291139
The Wolf of Wall Stree,143500100,0.257831325,0.012048193,0.012048193,0.038554217,0.014457831,0.01686747,0.012048193,0.012048193,0.18313253,0.440963855
Maleficent,143580100,0.084033613,0.159663866,0.12605042,0.176470588,0.067226891,0.058823529,0.050420168,0.176470588,0.050420168,0.050420168
The Woman in Black,143590100,0.215053763,0.096774194,0.053763441,0.096774194,0.053763441,0.053763441,0.075268817,0.225806452,0.053763441,0.075268817
How to Train Your Drag (2013),143610100,0.053191489,0.085106383,0.382978723,0.063829787,0.053191489,0.085106383,0.063829787,0.063829787,0.085106383,0.063829787
Insidious,143620100,0.096,0.048,0.056,0.056,0.04,0.056,0.048,0.488,0.048,0.064
War Horse,143640100,0.102941176,0.073529412,0.102941176,0.073529412,0.176470588,0.132352941,0.073529412,0.073529412,0.102941176,0.088235294
Premium Rush,143650100,0.204301075,0.107526882,0.064516129,0.150537634,0.11827957,0.086021505,0.053763441,0.064516129,0.096774194,0.053763441
Friends with Benefits,143660100,0.027624309,0.033149171,0.104972376,0.027624309,0.033149171,0.033149171,0.027624309,0.049723757,0.215469613,0.447513812
Fright Night,143670100,0.056818182,0.102272727,0.068181818,0.102272727,0.113636364,0.056818182,0.056818182,0.181818182,0.056818182,0.204545455
I am Number Four,143680100,0.055555556,0.095238095,0.047619048,0.079365079,0.174603175,0.206349206,0.03968254,0.214285714,0.03968254,0.047619048
"New Year<e2><ac>\s Eve""",143790100,0.084745763,0.084745763,0.084745763,0.084745763,0.084745763,0.118644068,0.101694915,0.084745763,0.169491525,0.101694915
Horrible Bosses,143800100,0.04379562,0.072992701,0.072992701,0.051094891,0.04379562,0.03649635,0.343065693,0.03649635,0.211678832,0.087591241
Something Borrowed,143810100,0.092592593,0.092592593,0.092592593,0.092592593,0.092592593,0.111111111,0.092592593,0.092592593,0.111111111,0.12962963
Just Go With It,143830100,0.043478261,0.069565217,0.060869565,0.12173913,0.069565217,0.052173913,0.043478261,0.043478261,0.182608696,0.313043478
Red Riding Hood,143840100,0.086419753,0.12345679,0.098765432,0.074074074,0.074074074,0.061728395,0.074074074,0.234567901,0.098765432,0.074074074
Sherlock Holmes: A Gam,143850100,0.03271028,0.490654206,0.028037383,0.037383178,0.03271028,0.126168224,0.051401869,0.08411215,0.023364486,0.093457944
Jack and Jill,143860100,0.080645161,0.096774194,0.080645161,0.096774194,0.080645161,0.129032258,0.080645161,0.080645161,0.14516129,0.129032258
Spy Kids: All the Time,143870100,0.090909091,0.090909091,0.109090909,0.109090909,0.090909091,0.109090909,0.109090909,0.109090909,0.090909091,0.090909091
"The King<e2><ac>\s Spe""",143880100,0.019189765,0.014925373,0.012793177,0.017057569,0.017057569,0.012793177,0.010660981,0.012793177,0.87206823,0.010660981
Unknown,143910100,0.075757576,0.287878788,0.098484848,0.159090909,0.037878788,0.037878788,0.106060606,0.121212121,0.037878788,0.037878788
The Mechanic,143920100,0.063291139,0.215189873,0.075949367,0.088607595,0.101265823,0.075949367,0.151898734,0.088607595,0.075949367,0.063291139
Monte Carlo,143930100,0.087719298,0.087719298,0.140350877,0.087719298,0.087719298,0.105263158,0.087719298,0.087719298,0.105263158,0.122807018
Water for Elephants,143950100,0.055555556,0.066666667,0.166666667,0.055555556,0.1,0.055555556,0.144444444,0.155555556,0.144444444,0.055555556
Real Steel,143960100,0.070063694,0.057324841,0.101910828,0.031847134,0.464968153,0.076433121,0.031847134,0.038216561,0.082802548,0.044585987
The Help,144320100,0.029069767,0.046511628,0.122093023,0.104651163,0.220930233,0.034883721,0.029069767,0.034883721,0.238372093,0.139534884
Men in Black 3,144790100,0.052238806,0.067164179,0.052238806,0.044776119,0.395522388,0.067164179,0.082089552,0.111940299,0.044776119,0.082089552
Rock of Ages,144870100,0.101694915,0.152542373,0.101694915,0.084745763,0.084745763,0.084745763,0.101694915,0.101694915,0.084745763,0.101694915
Evil Dead,145010100,0.086206897,0.086206897,0.103448276,0.155172414,0.086206897,0.086206897,0.086206897,0.137931034,0.086206897,0.086206897
Looper,145030100,0.217550274,0.016453382,0.010968921,0.009140768,0.358318099,0.010968921,0.226691042,0.129798903,0.009140768,0.010968921
The Grey,145050100,0.159292035,0.115044248,0.053097345,0.168141593,0.053097345,0.07079646,0.044247788,0.238938053,0.053097345,0.044247788
Hall Pass,145070100,0.090909091,0.075757576,0.151515152,0.075757576,0.090909091,0.075757576,0.075757576,0.075757576,0.075757576,0.212121212
Hanna,145090100,0.065502183,0.659388646,0.026200873,0.021834061,0.034934498,0.026200873,0.065502183,0.03930131,0.03930131,0.021834061
We Bought a Zoo,145140100,0.063829787,0.074468085,0.244680851,0.106382979,0.053191489,0.117021277,0.053191489,0.085106383,0.138297872,0.063829787
Moneyball,145230100,0.022304833,0.022304833,0.022304833,0.033457249,0.029739777,0.018587361,0.133828996,0.022304833,0.646840149,0.048327138
Jackass 3D,145290100,0.086206897,0.086206897,0.120689655,0.086206897,0.086206897,0.103448276,0.086206897,0.086206897,0.086206897,0.172413793
The Lincoln Lawyer,145300100,0.098039216,0.098039216,0.098039216,0.098039216,0.098039216,0.098039216,0.098039216,0.098039216,0.117647059,0.098039216
Big Miracle,145310100,0.087719298,0.087719298,0.087719298,0.087719298,0.087719298,0.105263158,0.087719298,0.140350877,0.140350877,0.087719298
The Sitter,145340100,0.089285714,0.089285714,0.089285714,0.089285714,0.089285714,0.089285714,0.107142857,0.089285714,0.089285714,0.178571429
The Great Gatsby,145420100,0.367816092,0.040229885,0.045977011,0.155172414,0.045977011,0.045977011,0.166666667,0.028735632,0.068965517,0.034482759
World War Z,145450100,0.031055901,0.099378882,0.068322981,0.043478261,0.086956522,0.043478261,0.155279503,0.391304348,0.049689441,0.031055901
Killer Elite,145620100,0.076923077,0.184615385,0.076923077,0.107692308,0.076923077,0.076923077,0.092307692,0.076923077,0.153846154,0.076923077
Final Destination 5,145630100,0.080645161,0.096774194,0.080645161,0.096774194,0.129032258,0.080645161,0.080645161,0.177419355,0.080645161,0.096774194
Jack the Giant Slayer,145660100,0.072463768,0.086956522,0.086956522,0.202898551,0.072463768,0.101449275,0.072463768,0.130434783,0.086956522,0.086956522
G.I. Joe: Retaliation,145700100,0.0625,0.1375,0.0625,0.1125,0.075,0.125,0.2,0.1,0.0625,0.0625
Larry Crowne,145710100,0.092592593,0.092592593,0.111111111,0.092592593,0.092592593,0.092592593,0.092592593,0.092592593,0.12962963,0.111111111
The Equalizer,145970100,0.081632653,0.12244898,0.051020408,0.051020408,0.051020408,0.06122449,0.285714286,0.06122449,0.183673469,0.051020408
Source Code,146170100,0.315789474,0.013157895,0.015037594,0.009398496,0.593984962,0.009398496,0.009398496,0.015037594,0.009398496,0.009398496
Hope Springs,146300100,0.113207547,0.094339623,0.094339623,0.094339623,0.094339623,0.094339623,0.094339623,0.094339623,0.113207547,0.113207547
Ghost Rider: Spirit of,146310100,0.073529412,0.102941176,0.102941176,0.073529412,0.161764706,0.191176471,0.073529412,0.073529412,0.073529412,0.073529412
A Very Harold & Kumar,146480100,0.05952381,0.083333333,0.130952381,0.142857143,0.05952381,0.05952381,0.071428571,0.154761905,0.071428571,0.166666667
Here Comes the Boom,146510100,0.076923077,0.107692308,0.107692308,0.092307692,0.092307692,0.076923077,0.076923077,0.076923077,0.138461538,0.153846154
No Strings Attached,146720100,0.0625,0.0625,0.114583333,0.25,0.052083333,0.09375,0.052083333,0.052083333,0.1875,0.072916667
Iron Man 3,146800100,0.014218009,0.047393365,0.014218009,0.011848341,0.092417062,0.746445498,0.018957346,0.016587678,0.023696682,0.014218009
If I Stay,146900100,0.080645161,0.080645161,0.112903226,0.080645161,0.080645161,0.080645161,0.080645161,0.080645161,0.241935484,0.080645161
Johnny English Reborn,146970100,0.082191781,0.150684932,0.232876712,0.068493151,0.082191781,0.068493151,0.095890411,0.068493151,0.068493151,0.082191781
Labor Day,147140100,0.094339623,0.094339623,0.094339623,0.094339623,0.094339623,0.094339623,0.113207547,0.094339623,0.132075472,0.094339623
Lockout,147180100,0.072463768,0.15942029,0.072463768,0.086956522,0.202898551,0.072463768,0.086956522,0.086956522,0.086956522,0.072463768
Kick-Ass 2,147410100,0.061728395,0.111111111,0.061728395,0.086419753,0.074074074,0.222222222,0.135802469,0.061728395,0.111111111,0.074074074
The Guilt Trip,147490100,0.094339623,0.094339623,0.094339623,0.094339623,0.094339623,0.094339623,0.094339623,0.094339623,0.094339623,0.150943396
Our Idiot Brother,147600100,0.083333333,0.083333333,0.1,0.083333333,0.083333333,0.1,0.1,0.083333333,0.133333333,0.15
Mr. Peabody & Sherman,147730100,0.083333333,0.083333333,0.133333333,0.083333333,0.166666667,0.083333333,0.083333333,0.083333333,0.116666667,0.083333333
Megamind,148150100,0.03,0.025,0.52,0.03,0.04,0.165,0.04,0.035,0.035,0.08
Oz the Great and Power,148250100,0.072916667,0.052083333,0.083333333,0.208333333,0.114583333,0.072916667,0.052083333,0.083333333,0.09375,0.166666667
Riddick,148410100,0.054545455,0.063636364,0.045454545,0.109090909,0.254545455,0.063636364,0.209090909,0.090909091,0.045454545,0.063636364
R.I.P.D.,148440100,0.079365079,0.079365079,0.079365079,0.111111111,0.111111111,0.206349206,0.095238095,0.079365079,0.079365079,0.079365079
Safe,148530100,0.084745763,0.186440678,0.084745763,0.13559322,0.084745763,0.084745763,0.084745763,0.084745763,0.084745763,0.084745763
Super 8,148790100,0.075268817,0.032258065,0.037634409,0.037634409,0.634408602,0.02688172,0.032258065,0.053763441,0.032258065,0.037634409
Taken 2,148840100,0.070588235,0.070588235,0.082352941,0.247058824,0.094117647,0.070588235,0.129411765,0.094117647,0.058823529,0.082352941
The Vow,149290100,0.08045977,0.183908046,0.068965517,0.057471264,0.057471264,0.057471264,0.137931034,0.08045977,0.183908046,0.091954023
This Means War,149340100,0.074626866,0.179104478,0.164179104,0.074626866,0.074626866,0.074626866,0.074626866,0.104477612,0.074626866,0.104477612
Free Birds,149460100,0.078125,0.078125,0.140625,0.078125,0.1875,0.125,0.078125,0.078125,0.078125,0.078125
Tower Heist,149490100,0.121621622,0.067567568,0.081081081,0.094594595,0.081081081,0.081081081,0.067567568,0.067567568,0.148648649,0.189189189
Lee Daniels' The Butle,149520100,0.096153846,0.096153846,0.096153846,0.096153846,0.096153846,0.096153846,0.096153846,0.096153846,0.134615385,0.096153846
The Dictator,149540100,0.052631579,0.052631579,0.063157895,0.073684211,0.052631579,0.052631579,0.063157895,0.052631579,0.063157895,0.473684211
Hansel & Gretel: Witch,149600100,0.067567568,0.108108108,0.121621622,0.148648649,0.081081081,0.081081081,0.121621622,0.108108108,0.081081081,0.081081081
Joyful Noise,149620100,0.092592593,0.092592593,0.111111111,0.092592593,0.111111111,0.092592593,0.092592593,0.092592593,0.111111111,0.111111111
The Odd Life of Timoth,149650100,0.092592593,0.092592593,0.12962963,0.12962963,0.092592593,0.092592593,0.092592593,0.092592593,0.092592593,0.092592593
People Like Us,150320100,0.111111111,0.092592593,0.092592593,0.092592593,0.092592593,0.092592593,0.111111111,0.092592593,0.12962963,0.092592593
The World's End,150360100,0.054878049,0.030487805,0.042682927,0.402439024,0.146341463,0.042682927,0.073170732,0.036585366,0.036585366,0.134146341
I Don't Know How She D,150530100,0.086206897,0.086206897,0.103448276,0.103448276,0.103448276,0.086206897,0.086206897,0.086206897,0.155172414,0.103448276
Mr. Poppers's Penguins,150570100,0.084745763,0.084745763,0.101694915,0.101694915,0.084745763,0.101694915,0.101694915,0.084745763,0.101694915,0.152542373
The Bourne Legacy,150610100,0.058252427,0.155339806,0.126213592,0.067961165,0.058252427,0.077669903,0.048543689,0.194174757,0.165048544,0.048543689
Romeo & Juliet,150710100,0.094339623,0.094339623,0.094339623,0.094339623,0.113207547,0.094339623,0.113207547,0.094339623,0.113207547,0.094339623
The Muppets,150780100,0.044247788,0.14159292,0.283185841,0.053097345,0.044247788,0.07079646,0.07079646,0.088495575,0.044247788,0.159292035
The Pirates! Band of M,150790100,0.079365079,0.111111111,0.126984127,0.095238095,0.079365079,0.095238095,0.126984127,0.126984127,0.079365079,0.079365079
Winnie the Pooh,150800100,0.084745763,0.084745763,0.220338983,0.084745763,0.101694915,0.084745763,0.084745763,0.084745763,0.084745763,0.084745763
Ted,151130100,0.023255814,0.041860465,0.041860465,0.172093023,0.037209302,0.037209302,0.027906977,0.060465116,0.023255814,0.534883721
The Dilemma,151140100,0.072463768,0.15942029,0.072463768,0.072463768,0.072463768,0.086956522,0.101449275,0.101449275,0.15942029,0.101449275
The Possession,151390100,0.094339623,0.094339623,0.094339623,0.094339623,0.094339623,0.094339623,0.094339623,0.113207547,0.113207547,0.113207547
Contraband,151620100,0.098039216,0.098039216,0.098039216,0.098039216,0.098039216,0.098039216,0.117647059,0.098039216,0.098039216,0.098039216
The Wolverine,151730100,0.060344828,0.094827586,0.043103448,0.086206897,0.051724138,0.405172414,0.129310345,0.043103448,0.043103448,0.043103448
Apollo 18,151980100,0.117647059,0.082352941,0.058823529,0.082352941,0.282352941,0.070588235,0.058823529,0.105882353,0.058823529,0.082352941
Snow White and the Hun,152250100,0.028735632,0.091954023,0.040229885,0.25862069,0.086206897,0.068965517,0.034482759,0.327586207,0.034482759,0.028735632
Shark Night 3D,152270100,0.098039216,0.098039216,0.117647059,0.098039216,0.098039216,0.098039216,0.098039216,0.098039216,0.098039216,0.098039216
Courageous,152710100,0.09375,0.09375,0.125,0.09375,0.09375,0.09375,0.078125,0.125,0.125,0.078125
In Time,152720100,0.169741697,0.018450185,0.018450185,0.05904059,0.295202952,0.040590406,0.033210332,0.284132841,0.04797048,0.033210332
Project X,152930100,0.063291139,0.151898734,0.063291139,0.063291139,0.113924051,0.088607595,0.101265823,0.063291139,0.063291139,0.227848101
